JVSITEID;txtMS;dtmPlan;dtmForecast;dtmActual;
JP9191;MS10;2007-02-23;2007-01-29;2007-01-29;
JP9191;MS18;2007-03-26;2007-02-23;2007-02-23;
JP9191;MS15;2007-04-23;2007-03-29;2007-03-26;
JP9201;MS11;2006-12-04;2006-10-19;2006-10-19;
JS9226;MS18;2006-07-14;2006-11-03;2006-11-03;
JS9280;MS13;2005-08-03;2005-08-03;2005-08-03;
JS9245;MS15;2005-09-01;2005-09-12;2005-09-01;
JM9424;MS10;2005-09-15;2005-09-15;2005-09-15;
JM9424;MS18;2005-10-21;2005-10-21;2005-10-21;
JS9201;MS18;2005-08-26;2005-08-26;2005-08-26;
JS9201;MS05;2004-12-24;2004-12-24;2004-12-24;
JS9267;MS11;2006-04-14;2006-04-14;2006-04-14;
JS9268;MS13;2005-08-15;2005-08-15;2005-08-15;
JS9268;MS10;2005-07-08;2005-07-08;2005-07-08;
JS9005;MS15;2005-07-15;2005-07-14;2005-07-15;
JS9005;MS13;2005-07-12;2005-07-12;2005-07-12;
JS9005;MS05;2004-11-05;2004-11-05;2004-11-05;
JS9012;MS10;2005-03-04;2005-03-01;2005-03-04;
JB9339;MS13;2006-09-29;2006-10-03;2006-10-03;
JB9339;MS18;2006-08-29;2006-08-11;2006-08-11;
JB9307;MS11;2006-08-14;2006-08-14;2006-08-14;
JB9318;MS05;2006-05-04;2006-05-04;2006-05-04;
JB9318;MS10;2006-07-28;2006-06-05;2006-06-05;
JB9326;MS18;2006-08-01;2006-07-28;2006-07-28;
JB9326;MS15;2006-08-31;2006-10-06;2006-10-06;
JB9328;MS05;2006-04-28;2006-04-28;2006-04-28;
JB9328;MS10;2006-07-03;2006-06-19;2006-06-19;
JB9328;MS11;2006-07-18;2006-06-20;2006-06-20;
JB9328;MS15;2006-08-31;2006-10-09;2006-10-09;
JB9330;MS10;2006-07-17;2006-06-20;2006-06-20;
JB9330;MS11;2006-08-01;2006-06-21;2006-06-21;
JB9309;MS15;2006-09-29;2007-02-14;2007-02-14;
JB9310;MS05;2006-05-12;2006-05-12;2006-05-12;
JB9310;MS10;2006-07-31;2006-08-10;2006-08-10;
JB9310;MS11;2006-08-04;2006-08-14;2006-08-14;
JB9317;MS15;2006-09-07;2006-11-09;2006-11-09;
JB9329;MS13;2006-09-26;2006-10-06;2006-10-06;
JB9334;MS10;2006-07-17;2006-06-28;2006-06-28;
JB9311;MS18;2006-09-19;2006-08-18;2006-08-18;
JB9311;MS15;2006-11-06;2006-10-27;2006-10-27;
JB9312;MS13;2006-10-06;2006-11-03;2006-11-03;
JB9312;MS10;2006-07-30;2006-08-04;2006-08-04;
JB9312;MS18;2006-08-18;2006-10-17;2006-10-17;
JB9312;MS15;2006-10-20;2006-11-09;2006-11-09;
JB9320;MS13;2006-09-22;2006-10-23;2006-10-23;
JB9320;MS10;2006-08-02;2006-09-01;2006-09-01;
JB9320;MS11;2006-08-09;2006-09-11;2006-09-11;
JB9320;MS18;2006-08-23;2006-10-16;2006-10-16;
JB9321;MS11;2006-08-11;2006-06-29;2006-06-29;
JB9324;MS10;2006-07-12;2006-09-07;2006-09-07;
JB9327;MS15;2006-12-07;2006-10-17;2006-10-17;
JB9348;MS18;2006-09-08;2006-10-16;2006-10-16;
JB9347;MS13;2006-10-06;2006-11-03;2006-11-03;
JB9347;MS05;2006-06-19;2006-06-30;2006-06-30;
JB9347;MS10;2006-08-30;2006-10-06;2006-10-06;
JB9347;MS11;2006-09-14;2006-10-23;2006-10-23;
JB9347;MS15;2006-10-20;2006-11-20;2006-11-20;
JB9359;MS18;2006-09-08;2006-09-08;2006-09-08;
JB9360;MS05;2006-06-30;2006-06-30;2006-06-30;
JB9360;MS15;2006-10-05;2007-02-09;2007-02-08;
JB9344;MS10;2006-09-06;2006-08-04;2006-08-04;
JB9353;MS11;2006-09-14;2006-06-29;2006-06-29;
JB9353;MS15;2006-12-04;2006-10-06;2006-10-06;
JB9335;MS13;2006-09-27;2006-10-19;2006-10-19;
JB9335;MS05;2006-05-26;2006-05-23;2006-05-23;
JB9335;MS10;2006-08-09;2006-06-26;2006-06-26;
JB9335;MS11;2006-08-24;2006-06-27;2006-06-27;
JB9335;MS18;2006-09-07;2006-08-30;2006-08-30;
JB9325;MS10;2006-08-04;2006-09-12;2006-09-12;
JB9325;MS15;2006-11-29;2006-10-30;2006-10-30;
JB9322;MS11;2006-08-11;2006-10-06;2006-10-06;
JB9322;MS18;2006-08-25;2006-12-15;2006-12-15;
JB9316;MS18;2006-08-24;2006-09-04;2006-09-04;
JB9336;MS13;2006-09-26;2006-10-06;2006-10-06;
JB9336;MS15;2006-10-10;2006-10-13;2006-10-13;
JB9331;MS13;2006-11-23;2006-10-06;2006-10-06;
JB9331;MS05;2006-06-01;2006-05-26;2006-05-26;
JB9331;MS18;2006-09-08;2006-08-30;2006-08-30;
JB9361;MS15;2007-05-07;2006-11-29;2006-11-29;
JB9361;MS11;2007-03-26;2006-08-29;2006-09-22;
JB9345;MS13;2006-10-30;2006-09-22;2006-09-22;
JB9345;MS05;2006-06-16;2006-06-20;2006-06-20;
JB9345;MS15;2006-11-13;2006-10-03;2006-10-03;
JB9363;MS11;2006-09-07;2006-08-04;2006-08-04;
JB9365;MS18;2006-10-05;2006-10-25;2006-10-25;
JB9366;MS05;2006-06-22;2006-06-23;2006-06-23;
JB9366;MS10;2006-09-06;2006-08-04;2006-08-04;
JB9367;MS10;2006-09-06;2006-07-14;2006-07-14;
JB9367;MS18;2006-09-27;2006-08-18;2006-08-18;
JB9368;MS05;2006-06-23;2006-06-23;2006-06-23;
JB9368;MS10;2006-09-06;2006-07-20;2006-07-20;
JB9368;MS15;2006-11-24;2006-12-11;2006-12-11;
JB9369;MS05;2006-06-23;2006-06-23;2006-06-23;
JB9369;MS11;2006-09-15;2006-07-27;2006-07-27;
JB9370;MS13;2006-11-14;2006-12-01;2006-12-01;
JB9370;MS10;2006-09-06;2006-07-17;2006-07-17;
JB9370;MS18;2006-09-29;2006-08-30;2006-08-30;
JB9370;MS15;2006-11-28;2006-12-05;2006-12-05;
JB9362;MS05;2006-06-22;2006-06-23;2006-06-23;
JB9362;MS11;2006-09-14;2006-09-27;2006-09-27;
JB9362;MS18;2006-09-28;2006-10-16;2006-10-16;
JB9337;MS18;2006-09-14;2006-08-25;2006-08-25;
JB9338;MS13;2006-09-04;2006-09-29;2006-09-29;
JB9338;MS11;2006-07-28;2006-06-15;2006-06-15;
JB9333;MS13;2006-08-29;2006-09-27;2006-09-27;
JB9333;MS18;2006-08-10;2006-08-11;2006-08-11;
JB9308;MS13;2006-08-24;2006-09-14;2006-09-14;
JB9308;MS05;2006-05-09;2006-05-09;2006-05-09;
JB9308;MS11;2006-07-21;2006-06-20;2006-06-20;
JB9308;MS15;2006-09-07;2006-09-25;2006-09-22;
JB9332;MS13;2006-08-24;2006-09-27;2006-09-27;
JB9332;MS05;2006-05-09;2006-05-09;2006-05-09;
JS9012;MS11;2005-03-11;2005-03-15;2005-03-11;
JS9026;MS15;2005-05-16;2005-05-16;2005-05-16;
JS9026;MS05;2004-11-05;2004-11-05;2004-11-05;
JS9026;MS11;2005-03-21;2005-03-21;2005-03-21;
JS9040;MS18;2005-03-18;2005-03-18;2005-03-18;
JS9051;MS13;2005-04-15;2005-04-15;2005-04-15;
JS9051;MS18;2005-03-15;2005-03-15;2005-03-15;
JS9051;MS15;2005-05-02;2005-05-02;2005-05-02;
JS9056;MS13;2005-02-25;2005-02-25;2005-02-25;
JS9057;MS13;2005-07-11;2005-07-11;2005-07-11;
JS9057;MS11;2005-06-27;2005-06-27;2005-06-27;
JS9057;MS18;2005-06-30;2005-06-30;2005-06-30;
JS9058;MS15;2005-06-08;2005-06-08;2005-06-08;
JS9058;MS10;2005-03-11;2005-03-11;2005-03-11;
JS9059;MS13;2005-04-27;2005-04-27;2005-04-27;
JS9107;MS13;2005-04-15;2005-04-15;2005-04-15;
JS9107;MS05;2004-11-05;2004-11-05;2004-11-05;
JS9117;MS13;2005-03-10;2005-03-10;2005-03-10;
JS9117;MS05;2004-11-26;2004-11-26;2004-11-26;
JS9124;MS15;2005-08-25;2005-08-24;2005-08-25;
JS9124;MS13;2005-08-03;2005-08-03;2005-08-03;
JS9124;MS10;2005-07-12;2005-07-12;2005-07-12;
JS9125;MS05;2004-11-05;2004-11-05;2004-11-05;
JS9126;MS15;2005-04-02;2005-04-02;2005-04-02;
JS9126;MS13;2005-02-17;2005-02-17;2005-02-17;
JS9126;MS10;2004-12-17;2004-12-17;2004-12-17;
JS9126;MS11;2005-01-10;2005-01-10;2005-01-10;
JS9126;MS18;2005-02-05;2005-02-01;2005-02-05;
JS9130;MS15;2005-04-07;2005-04-07;2005-04-07;
JS9130;MS10;2005-01-14;2005-01-14;2005-01-14;
JS9131;MS15;2005-07-01;2005-07-01;2005-07-01;
JS9131;MS11;2005-03-11;2005-03-11;2005-03-11;
JS9338;MS13;2005-09-14;2005-09-14;2005-09-14;
JS9135;MS05;2004-11-05;2004-11-05;2004-11-05;
JS9135;MS10;2005-04-20;2005-04-20;2005-04-20;
JS9135;MS18;2005-06-03;2005-06-03;2005-06-03;
JS9143;MS15;2005-05-18;2005-05-26;2005-05-18;
JS9143;MS13;2005-04-17;2005-04-17;2005-04-17;
JS9143;MS10;2005-01-13;2005-01-13;2005-01-13;
JS9143;MS18;2005-04-01;2005-03-31;2005-04-01;
JS9144;MS13;2005-05-13;2005-05-13;2005-05-13;
JS9158;MS15;2005-10-01;2005-09-30;2005-10-01;
JS9158;MS05;2005-02-11;2005-02-11;2005-02-11;
JS9159;MS11;2005-04-11;2005-04-11;2005-04-11;
JS9159;MS15;2005-07-15;2005-07-15;2005-07-15;
JS9166;MS13;2005-06-15;2005-06-15;2005-06-15;
JS9166;MS05;2004-11-05;2004-11-05;2004-11-05;
JS9166;MS10;2005-03-11;2005-03-11;2005-03-11;
JS9176;MS15;2005-07-17;2005-07-17;2005-07-17;
JS9176;MS13;2005-04-22;2005-04-22;2005-04-22;
JS9176;MS10;2005-03-01;2005-03-01;2005-03-01;
JS9176;MS11;2005-03-24;2005-03-24;2005-03-24;
JB9364;MS11;2006-09-21;2006-08-04;2006-08-04;
JB9356;MS11;2006-10-12;2006-09-22;2006-09-22;
JB9355;MS10;2006-09-04;2006-11-03;2006-11-03;
JB9355;MS11;2006-09-08;2006-11-06;2006-11-06;
JB9354;MS13;2006-11-02;2006-11-30;2006-11-30;
JB9354;MS11;2006-10-12;2006-11-07;2006-11-07;
JB9354;MS18;2006-10-26;2006-11-24;2006-11-24;
JB9352;MS15;2006-10-13;2006-10-18;2006-10-18;
JB9357;MS10;2006-09-27;2006-10-06;2006-10-06;
JB9357;MS18;2006-10-26;2006-11-01;2006-11-01;
JB9357;MS15;2006-11-16;2007-03-13;2007-03-01;
JB9351;MS13;2006-09-29;2006-10-09;2006-10-09;
JB9350;MS13;2006-09-21;2006-11-10;2006-11-10;
JB9350;MS10;2006-08-16;2006-09-04;2006-09-04;
JB9340;MS10;2006-07-31;2006-06-30;2006-06-30;
JP9169;MS10;;2007-05-07;2007-05-07;
JP9169;MS11;2007-04-03;2007-05-22;2007-05-22;
JP9169;MS13;2007-08-03;2007-08-06;2007-08-06;
JP9169;MS15;2007-08-17;2007-09-13;2007-09-13;
JP9170;MS11;2006-12-21;2007-01-19;2007-01-19;
JP9170;MS13;2007-04-04;2007-04-04;2007-04-04;
JP9170;MS15;2007-04-19;2007-04-19;2007-04-20;
JS9784;MS10;2006-04-19;2006-08-25;2006-08-25;
JA9160;MS15;2007-02-26;2006-12-12;2006-12-12;
JA9160;MS11;2007-01-01;2006-10-15;2006-10-15;
JS9833;MS18;2007-01-01;2007-05-25;2007-05-25;
JS9833;MS15;2007-06-27;2007-06-27;2007-06-27;
JS9822;MS11;2007-02-12;2007-03-16;2007-03-16;
JS9822;MS13;2007-03-26;2007-03-31;2007-03-31;
JS9822;MS10;2007-01-29;2007-03-02;2007-03-02;
JS9822;MS05;2006-09-01;2006-08-22;2006-08-22;
JS9821;MS11;2008-04-18;2009-04-20;2009-04-20;
JS9821;MS18;2008-05-30;2009-05-29;2009-05-29;
JS9820;MS18;2007-03-12;2007-03-28;2007-03-28;
JS9820;MS10;2007-01-29;2006-12-15;2006-12-15;
JS9818;MS10;2007-03-27;2007-01-04;2007-01-04;
JS9818;MS11;2007-04-10;2007-01-24;2007-01-24;
JS9818;MS13;2007-05-22;2007-03-27;2007-03-27;
JS9818;MS05;2006-09-01;2006-08-25;2006-08-25;
JS9814;MS11;2007-09-21;2007-08-06;2007-08-06;
JS9814;MS15;2007-10-05;2007-09-25;2007-09-25;
JS9814;MS10;2007-08-31;2007-07-31;2007-07-31;
JS9812;MS10;2007-03-27;2007-03-09;2007-03-09;
JS9812;MS18;2007-05-08;2007-05-16;2007-05-16;
JS9812;MS15;2007-07-04;2007-07-04;2007-07-04;
JS9812;MS05;2006-09-01;2006-08-18;2006-08-18;
JS9808;MS13;2007-06-28;2007-06-28;2007-06-28;
JS9808;MS15;2007-07-02;2007-07-02;2007-07-02;
JS9808;MS10;2007-01-29;2007-04-27;2007-04-27;
JS9808;MS11;2007-02-12;2007-05-11;2007-05-11;
JS9807;MS13;2007-05-01;2007-05-01;2007-05-01;
JS9807;MS11;2007-02-12;2007-01-24;2007-01-24;
JB9374;MS13;2006-12-28;2007-02-02;2007-02-02;
JB9248;MS05;2006-08-29;2006-08-18;2006-08-18;
JB9248;MS18;2006-12-14;2007-09-21;2007-09-21;
JB9289;MS13;2006-12-28;2006-11-22;2006-11-22;
JA9167;MS15;2007-01-16;2007-03-21;2007-03-21;
JA9168;MS05;2006-09-01;2006-08-25;2006-08-25;
JA9168;MS15;2007-01-02;2007-03-02;2007-03-02;
JA9169;MS11;2006-11-21;2006-10-25;2006-10-25;
JA9169;MS15;2007-01-02;2007-03-08;2007-03-08;
JA9171;MS13;2007-01-02;2007-02-08;2007-02-08;
JA9171;MS11;2006-12-05;2006-12-06;2006-12-06;
JA9181;MS13;2007-01-03;2007-03-29;2007-03-29;
JA9181;MS10;2006-11-21;2006-11-24;2006-11-24;
JA9181;MS11;2006-12-06;2007-01-01;2007-01-01;
JA9181;MS15;2007-01-17;2007-03-29;2007-03-29;
JP9176;MS11;2006-12-04;2006-10-31;2006-10-31;
JP9177;MS13;2007-01-15;2007-03-02;2007-03-02;
JP9177;MS11;2006-12-18;2007-01-08;2007-01-08;
JP9177;MS18;2007-01-01;2007-01-26;2007-01-26;
JP9178;MS10;2006-12-01;2007-03-12;2007-03-12;
JP9178;MS15;2007-01-29;2007-04-05;2007-03-30;
JP9179;MS10;2006-12-01;2006-10-19;2006-10-19;
JP9179;MS11;2006-12-18;2006-10-19;2006-10-19;
JP9180;MS11;2006-12-04;2006-10-27;2006-10-27;
JP9180;MS18;2006-12-18;2006-10-31;2006-10-31;
JP9189;MS05;2006-09-14;2006-08-29;2006-08-29;
JP9189;MS10;2006-11-17;2006-09-29;2006-09-29;
JP9189;MS11;2006-12-04;2006-10-02;2006-10-02;
JP9191;MS11;2007-03-12;2007-01-29;2007-01-29;
JP9201;MS05;2006-09-14;2006-08-30;2006-08-30;
JP9201;MS10;2006-11-17;2006-10-18;2006-10-18;
JP9201;MS18;2006-12-18;2006-10-31;2006-10-31;
JA9172;MS05;2006-11-03;2006-10-27;2006-10-27;
JA9173;MS18;2007-04-30;2007-06-07;2007-06-07;
JA9173;MS10;2007-03-19;2007-03-30;2007-03-30;
JA9173;MS05;2006-10-20;2006-10-27;2006-10-27;
JA9182;MS18;2007-04-30;2007-03-14;2007-03-14;
JA9182;MS15;2007-05-28;2007-03-30;2007-03-30;
JA9183;MS05;2006-10-20;2006-11-29;2006-11-29;
JA9184;MS18;2007-04-30;2007-07-30;2007-07-30;
JA9185;MS13;2007-05-14;2007-03-27;2007-03-27;
JS9179;MS05;2004-11-05;2004-11-05;2004-11-05;
JS9179;MS10;2004-12-17;2004-12-17;2004-12-17;
JS9180;MS05;2004-11-05;2004-11-05;2004-11-05;
JS9180;MS11;2005-02-14;2005-02-14;2005-02-14;
JS9184;MS15;2005-04-20;2005-04-20;2005-04-20;
JS9184;MS18;2005-03-11;2005-03-11;2005-03-11;
JS9185;MS05;2004-11-19;2004-11-19;2004-11-19;
JS9185;MS18;2005-04-02;2005-03-31;2005-04-02;
JS9185;MS15;2005-05-05;2005-05-05;2005-05-05;
JM9009;MS10;2005-05-20;2005-05-20;2005-05-20;
JM9010;MS11;2005-03-04;2005-03-04;2005-03-04;
JM9013;MS13;2005-08-05;2005-08-05;2005-08-05;
JM9013;MS05;2004-11-09;2004-11-09;2004-11-09;
JM9013;MS11;2005-05-20;2005-05-20;2005-05-20;
JM9013;MS18;2005-06-24;2005-06-24;2005-06-24;
JM9015;MS15;2005-05-30;2005-05-30;2005-05-30;
JM9015;MS10;2005-02-11;2005-02-11;2005-02-11;
JM9016;MS05;2004-10-28;2004-11-10;2004-10-28;
JM9016;MS10;2005-01-21;2005-01-21;2005-01-21;
JM9016;MS11;2005-02-18;2005-02-18;2005-02-18;
JM9016;MS15;2005-06-09;2005-06-09;2005-06-09;
JM9019;MS15;2005-07-13;2005-07-13;2005-07-13;
JM9022;MS11;2005-04-04;2005-04-04;2005-04-04;
JM9025;MS05;2004-11-25;2004-11-25;2004-11-25;
JM9030;MS15;2005-07-13;2005-07-13;2005-07-13;
JM9030;MS18;2005-03-31;2005-03-31;2005-03-31;
JM9035;MS13;2005-07-21;2005-07-21;2005-07-21;
JM9035;MS10;2005-02-18;2005-02-18;2005-02-18;
JM9035;MS11;2005-04-29;2005-04-29;2005-04-29;
JM9037;MS11;2005-03-24;2005-03-24;2005-03-24;
JM9049;MS15;2005-06-09;2005-06-09;2005-06-09;
JM9049;MS10;2005-02-03;2005-02-03;2005-02-03;
JM9049;MS11;2005-02-18;2005-02-18;2005-02-18;
JM9050;MS13;2005-06-17;2005-06-17;2005-06-17;
JM9050;MS10;2005-02-03;2005-02-03;2005-02-03;
JM9050;MS11;2005-02-25;2005-02-25;2005-02-25;
JM9050;MS18;2005-03-24;2005-03-24;2005-03-24;
JM9055;MS13;2005-06-10;2005-06-10;2005-06-10;
JM9055;MS11;2005-04-04;2005-04-04;2005-04-04;
JM9056;MS05;2004-10-25;2004-11-10;2004-10-25;
JM9057;MS15;2005-09-13;2005-09-13;2005-09-13;
JM9057;MS13;2005-09-09;2005-09-09;2005-09-09;
JM9059;MS13;2005-06-10;2005-06-10;2005-06-10;
JM9059;MS18;2005-04-15;2005-04-15;2005-04-15;
JM9069;MS05;2004-10-26;2004-10-26;2004-10-26;
JM9073;MS13;2005-07-11;2005-07-11;2005-07-11;
JA9185;MS05;2006-10-20;2006-10-27;2006-10-16;
JA9186;MS18;2011-10-30;2011-05-06;2011-05-06;
JA9186;MS15;2011-12-10;2011-07-14;;
JA9186;MS10;2011-09-30;2010-12-03;2010-12-03;
JA9186;MS05;2006-10-20;2006-11-17;2006-11-17;
JA9187;MS10;2007-03-19;2007-04-26;2007-04-26;
JA9187;MS11;2007-04-02;2007-05-21;2007-05-21;
JS9876;MS05;2006-09-07;2006-08-31;2006-08-31;
JS9876;MS15;2007-01-22;2007-03-30;2007-03-27;
JS9878;MS11;2006-12-11;2006-10-09;2006-10-09;
JS9879;MS18;2007-04-23;2007-02-09;2007-02-09;
JS9880;MS11;2006-11-27;2006-10-19;2006-10-19;
JS9880;MS18;2006-12-11;2006-11-03;2006-11-03;
JS9880;MS15;2007-01-08;2007-03-23;2007-03-23;
JS9881;MS05;2006-09-07;2006-08-31;2006-08-31;
JS9881;MS11;2006-12-25;2006-10-19;2006-10-19;
JS9881;MS18;2007-01-08;2006-11-03;2006-11-03;
JS9906;MS18;2006-12-11;2006-10-27;2006-10-27;
JS9906;MS15;2007-01-08;2007-03-27;2007-03-27;
JS9897;MS13;2008-03-09;2009-05-26;2009-05-26;
JS9897;MS10;2007-12-31;2009-01-27;2009-01-27;
JS9897;MS05;2006-11-14;2006-12-01;2006-12-01;
JS9899;MS11;2007-05-30;2007-06-12;2007-06-12;
JS9899;MS05;2006-11-28;2006-11-10;2006-11-10;
JS9900;MS11;2008-09-17;2009-04-22;2009-04-22;
JS9900;MS15;2008-11-25;2009-11-19;2009-11-19;
JS9900;MS05;2006-11-14;2007-11-30;2007-11-30;
JS9901;MS10;2008-04-14;2010-03-08;2010-03-08;
JS9901;MS11;2008-04-28;2010-03-09;2010-03-09;
JS9901;MS18;2010-07-30;2010-09-10;2010-09-10;
JS9901;MS13;2010-09-17;2011-01-10;2011-01-10;
JS9901;MS05;2006-11-28;2008-02-11;2009-09-18;
JS9902;MS15;2007-08-16;2007-03-30;2007-03-30;
JS9902;MS10;2007-06-07;2007-03-02;2007-03-02;
JS9907;MS13;2007-04-02;2007-03-23;2007-03-23;
JS9907;MS05;2006-09-07;2006-08-31;2006-08-31;
JS9903;MS11;2007-04-25;2007-05-25;2007-05-25;
JS9904;MS11;2007-06-21;2007-03-08;2007-03-08;
JS9904;MS18;2007-07-19;2007-03-30;2007-03-30;
JP9186;MS05;2006-11-10;2007-03-26;2007-03-26;
JM9635;MS13;2007-01-04;2007-03-13;2007-03-13;
JM9635;MS10;2006-11-22;2006-10-17;2006-10-17;
JM9635;MS18;2006-12-21;2006-10-30;2006-10-30;
JM9635;MS15;2007-01-18;2007-03-15;2007-03-15;
JM9637;MS10;2006-11-22;2006-10-17;2006-10-17;
JM9637;MS18;2006-12-21;2006-11-03;2006-11-03;
JM9637;MS15;2007-01-18;2007-03-28;2007-03-27;
JM9638;MS05;2006-09-19;2006-09-06;2006-09-06;
JM9638;MS10;2006-12-06;2006-11-10;2006-11-10;
JM9638;MS15;2007-02-01;2007-03-30;2007-03-30;
Jm9640;MS13;2007-04-12;2007-03-28;2007-03-28;
Jm9640;MS11;2007-03-15;2007-03-15;2007-03-15;
JM9641;MS10;2006-12-06;2007-02-16;2007-02-16;
JM9641;MS11;2006-12-21;2007-03-05;2007-03-05;
JM9641;MS18;2007-01-04;2007-03-16;2007-03-16;
JM9073;MS18;2005-05-20;2005-05-20;2005-05-20;
JM9075;MS05;2004-10-28;2004-10-28;2004-10-28;
JM9076;MS15;2005-06-22;2005-06-22;2005-06-22;
JM9076;MS13;2005-04-08;2005-04-08;2005-04-08;
JM9076;MS05;2004-11-05;2004-11-05;2004-11-05;
JM9076;MS11;2005-02-10;2005-02-10;2005-02-10;
JM9076;MS18;2005-02-25;2005-02-25;2005-02-25;
JM9078;MS05;2004-10-27;2004-11-09;2004-10-27;
JM9079;MS15;2005-08-08;2005-08-08;2005-08-08;
JM9079;MS13;2005-05-06;2005-05-06;2005-05-06;
JM9079;MS10;2005-02-03;2005-02-03;2005-02-03;
JM9084;MS05;2004-11-24;2004-11-24;2004-11-24;
JM9088;MS05;2004-10-22;2004-10-22;2004-10-22;
JM9093;MS15;2005-07-28;2005-07-28;2005-07-28;
JM9093;MS13;2005-06-24;2005-06-24;2005-06-24;
JM9095;MS13;2005-08-19;2005-08-19;2005-08-19;
JM9095;MS11;2005-06-03;2005-06-03;2005-06-03;
JM9098;MS10;2004-12-30;2004-12-30;2004-12-30;
JM9098;MS11;2005-01-25;2005-01-25;2005-01-25;
JM9101;MS05;2004-10-28;2004-10-28;2004-10-28;
JM9101;MS18;2005-03-18;2005-03-18;2005-03-18;
JM9106;MS11;2005-02-18;2005-02-18;2005-02-18;
JM9107;MS10;2005-01-21;2005-01-21;2005-01-21;
JM9110;MS13;2005-07-12;2005-07-12;2005-07-12;
JM9110;MS05;2004-11-19;2004-11-19;2004-11-19;
JM9110;MS10;2005-03-24;2005-03-24;2005-03-24;
JM9110;MS11;2005-03-30;2005-03-30;2005-03-30;
JM9113;MS13;2005-07-01;2005-07-01;2005-07-01;
JM9113;MS10;2005-03-31;2005-03-31;2005-03-31;
JM9113;MS18;2005-06-10;2005-06-10;2005-06-10;
JM9117;MS13;2005-07-07;2005-07-07;2005-07-07;
JM9117;MS05;2004-10-28;2004-10-28;2004-10-28;
JM9117;MS10;2005-03-18;2005-03-18;2005-03-18;
JM9117;MS18;2005-05-27;2005-05-27;2005-05-27;
JM9122;MS18;2005-03-11;2005-03-11;2005-03-11;
JM9122;MS13;2005-05-13;2005-05-13;2005-05-13;
JM9122;MS10;2005-03-01;2005-03-01;2005-03-01;
JM9123;MS18;2005-07-08;2005-07-08;2005-07-08;
JM9127;MS15;2005-08-25;2005-08-25;2005-08-25;
JM9127;MS11;2005-04-11;2005-04-11;2005-04-11;
JS9198;MS15;2005-12-15;2005-12-15;2005-12-15;
JS9198;MS11;2005-10-05;2005-10-05;2005-10-05;
JS9198;MS05;2005-01-13;2005-01-13;2005-01-13;
JS9231;MS15;2005-12-14;2005-12-15;2005-12-14;
JS9242;MS11;2005-10-28;2005-10-28;2005-10-28;
JS9242;MS13;2005-11-30;2005-11-30;2005-11-30;
JS9212;MS18;2005-07-29;2005-07-29;2005-07-29;
JS9212;MS05;2005-03-04;2005-03-04;2005-03-04;
JS9119;MS13;2005-05-25;2005-05-25;2005-05-25;
JS9119;MS18;2005-04-02;2005-03-31;2005-04-02;
JM9423;MS10;2006-03-10;2006-03-10;2006-03-10;
JS9093;MS15;2005-07-04;2005-07-04;2005-07-04;
JS9093;MS13;2005-04-22;2005-04-22;2005-04-22;
JS9093;MS05;2004-11-12;2004-11-12;2004-11-12;
JM9641;MS15;2007-02-01;2007-04-03;2007-04-03;
JP9187;MS11;2007-05-28;2008-03-27;2008-03-27;
JP9187;MS18;2007-06-25;2008-05-23;2008-05-23;
JP9187;MS10;2007-05-14;2008-03-26;2008-03-26;
JP9188;MS18;2007-07-20;2007-09-12;2007-09-12;
JP9188;MS13;2007-08-03;2007-11-01;2007-11-01;
JP9188;MS15;2007-08-17;2007-11-19;2007-11-19;
JP9188;MS05;2007-03-16;2007-03-16;2007-03-16;
JP9199;MS11;2007-04-23;2007-01-08;2007-01-08;
JP9199;MS13;2007-06-04;2007-03-21;2007-03-21;
JP9199;MS05;2006-11-10;2006-11-02;2006-11-02;
JP9200;MS18;2007-07-27;2007-11-28;2007-11-28;
JP9200;MS15;2007-08-24;2007-12-13;2007-12-12;
JP9198;MS11;2007-05-28;2007-05-30;2007-05-30;
JP9198;MS13;2007-07-09;2007-11-29;2007-11-29;
JP9207;MS11;2007-05-28;2007-08-03;2007-08-03;
JP9207;MS15;2007-07-23;2008-07-01;2008-07-01;
JP9210;MS11;2007-05-28;2009-04-24;2009-04-24;
JP9210;MS18;2007-06-25;2009-06-26;2009-06-26;
JP9210;MS15;2007-07-23;2009-12-10;2009-12-10;
JP9210;MS05;2006-11-24;2006-12-20;2006-12-20;
JP9190;MS10;2007-06-05;2008-12-11;2008-12-11;
JS9259;MS11;2010-07-20;2010-06-28;2010-06-28;
JS9286;MS11;2007-12-21;2008-01-17;2007-01-17;
JS9286;MS18;2008-02-01;2008-02-27;2008-02-27;
JS9286;MS05;2007-09-28;2007-06-29;2007-06-29;
JS9263;MS11;2008-04-01;2009-05-29;2009-05-29;
JS9263;MS18;2008-05-13;2009-08-28;2009-08-28;
JS9263;MS13;2008-05-06;2009-10-20;2009-10-20;
JS9263;MS10;2008-03-11;2009-05-29;2009-05-29;
JS9493;MS05;2006-06-30;2007-01-19;2007-01-19;
JS9493;MS18;2006-10-03;2007-03-02;2007-03-02;
JS9603;MS11;2008-03-07;2008-01-10;2008-01-10;
JS9603;MS15;2008-02-22;2008-11-04;2008-11-04;
JS9889;MS13;2007-03-15;2007-03-29;2007-03-29;
JS9889;MS18;2007-03-01;2007-02-09;2007-02-09;
JS9889;MS15;2007-03-29;2007-03-30;2007-03-30;
JS9920;MS18;2007-12-04;2007-06-30;2007-06-30;
