JVSITEID;txtMS;dtmPlan;dtmForecast;dtmActual;
JS9072;MS10;2005-03-15;2005-03-18;2005-03-15;
JS9073;MS15;2005-09-13;2005-09-13;2005-09-13;
JS9073;MS13;2005-06-10;2005-06-10;2005-06-10;
JS9073;MS11;2005-04-27;2005-04-27;2005-04-27;
JS9076;MS10;2005-03-11;2005-03-11;2005-03-11;
JS9076;MS18;2005-03-30;2005-04-01;2005-03-30;
JS9078;MS11;2005-03-04;2005-03-04;2005-03-04;
JS9079;MS10;2005-02-18;2005-03-01;2005-02-18;
JS9079;MS15;2005-08-05;2005-08-04;2005-08-05;
JS9083;MS05;2004-11-19;2004-11-19;2004-11-19;
JS9083;MS10;2005-03-18;2005-03-18;2005-03-18;
JS9083;MS11;2005-04-28;2005-04-22;2005-04-28;
JS9083;MS15;2005-08-17;2005-08-23;2005-08-17;
JS9087;MS15;2005-08-21;2005-08-31;2005-08-21;
JS9087;MS13;2005-08-05;2005-08-05;2005-08-05;
JS9087;MS05;2005-02-04;2005-02-04;2005-02-04;
JS9087;MS11;2005-04-05;2005-04-05;2005-04-05;
JS9197;MS11;2005-06-17;2005-06-20;2005-06-17;
JS9088;MS05;2004-12-24;2004-12-24;2004-12-24;
JS9088;MS10;2005-03-24;2005-03-24;2005-03-24;
JS9199;MS15;2005-08-24;2005-08-25;2005-08-24;
JS9089;MS11;2005-01-10;2005-01-10;2005-01-10;
JS9089;MS15;2005-08-06;2005-08-25;2005-08-06;
JS9090;MS13;2005-05-25;2005-05-25;2005-05-25;
JS9090;MS11;2005-03-21;2005-03-21;2005-03-21;
JS9090;MS18;2005-04-01;2005-04-01;2005-04-01;
JS9203;MS10;2005-07-01;2005-07-01;2005-07-01;
JS9203;MS05;2005-03-24;2005-03-24;2005-03-24;
JS9094;MS15;2005-08-17;2005-08-30;2005-08-17;
JS9094;MS13;2005-07-29;2005-07-29;2005-07-29;
JS9094;MS11;2005-07-18;2005-07-18;2005-07-18;
JS9098;MS13;2005-05-09;2005-05-09;2005-05-09;
JS9098;MS15;2005-08-11;2005-08-11;2005-08-11;
JM9128;MS15;2005-09-01;2005-09-01;2005-09-01;
JM9128;MS10;2005-02-11;2005-02-11;2005-02-11;
JM9128;MS18;2005-03-31;2005-03-31;2005-03-31;
JS9206;MS11;2005-05-18;2005-05-18;2005-05-18;
JS9206;MS13;2005-08-12;2005-08-12;2005-08-12;
JS9101;MS13;2005-05-13;2005-05-13;2005-05-13;
JS9102;MS13;2005-05-04;2005-05-04;2005-05-04;
JS9102;MS05;2004-12-17;2004-12-17;2004-12-17;
JS9102;MS11;2005-03-24;2005-03-24;2005-03-24;
JS9207;MS11;2005-09-27;2005-09-27;2005-09-27;
JS9207;MS10;2005-09-20;2005-09-20;2005-09-20;
JS9207;MS05;2005-03-18;2005-03-18;2005-03-18;
JS9105;MS18;2005-03-24;2005-03-24;2005-03-24;
JS9111;MS10;2005-02-25;2005-02-25;2005-02-25;
JM9126;MS15;2005-08-20;2005-08-20;2005-08-20;
JM9126;MS13;2005-05-13;2005-05-13;2005-05-13;
JM9126;MS10;2005-02-03;2005-02-03;2005-02-03;
JM9126;MS18;2005-03-04;2005-03-04;2005-03-04;
JS9208;MS18;2005-09-09;2005-09-09;2005-09-09;
JS9115;MS15;2005-08-12;2005-08-20;2005-08-12;
JS9115;MS05;2004-11-30;2004-11-30;2004-11-30;
JS9115;MS10;2005-03-24;2005-03-24;2005-03-24;
JS9115;MS11;2005-03-29;2005-03-29;2005-03-29;
JS9118;MS11;2005-03-07;2005-03-07;2005-03-07;
JS9118;MS18;2005-04-11;2005-04-12;2005-04-11;
JS9227;MS18;2005-08-19;2005-08-19;2005-08-19;
JS9227;MS13;2005-10-14;2005-10-14;2005-10-14;
JS9227;MS10;2005-07-29;2005-08-11;2005-07-29;
JS9120;MS05;2004-11-19;2004-11-19;2004-11-19;
JS9120;MS10;2005-02-25;2005-02-25;2005-02-25;
JS9120;MS18;2005-03-28;2005-03-30;2005-03-28;
JS9122;MS13;2005-03-04;2005-03-04;2005-03-04;
JM9129;MS13;2005-07-06;2005-07-06;2005-07-06;
JS9228;MS10;2005-06-03;2005-06-03;2005-06-03;
JS9229;MS15;2005-08-10;2005-08-15;2005-08-10;
JS9128;MS15;2005-08-11;2005-08-24;2005-08-11;
JS9128;MS10;2005-03-24;2005-03-24;2005-03-24;
JS9132;MS10;2005-03-11;2005-03-11;2005-03-11;
JS9132;MS11;2005-03-11;2005-03-11;2005-03-11;
JS9132;MS18;2005-03-16;2005-03-17;2005-03-16;
JS9230;MS18;2005-07-25;2005-07-21;2005-07-25;
JS9230;MS15;2005-09-16;2005-09-15;2005-09-16;
JS9136;MS13;2005-06-15;2005-06-15;2005-06-15;
JS9136;MS10;2005-04-20;2005-04-20;2005-04-20;
JS9140;MS15;2005-08-09;2005-08-18;2005-08-09;
JS9140;MS10;2005-04-20;2005-04-20;2005-04-20;
JS9141;MS05;2004-11-12;2004-11-12;2004-11-12;
JS9141;MS11;2005-02-02;2005-02-02;2005-02-02;
JS9142;MS15;2005-08-19;2005-08-19;2005-08-19;
JS9142;MS11;2005-03-07;2005-03-07;2005-03-07;
JS9149;MS05;2005-01-28;2005-01-28;2005-01-28;
JS9149;MS11;2005-05-13;2005-05-13;2005-05-13;
JS9150;MS05;2004-11-30;2004-11-30;2004-11-30;
JS9150;MS18;2005-06-10;2005-06-15;2005-06-10;
JS9151;MS15;2005-08-11;2005-08-25;2005-08-11;
JS9151;MS13;2005-05-13;2005-05-13;2005-05-13;
JS9152;MS15;2005-08-18;2005-08-19;2005-08-18;
JS9152;MS18;2005-04-01;2005-04-01;2005-04-01;
JS9153;MS15;2005-08-08;2005-08-25;2005-08-08;
JS9153;MS05;2004-11-19;2004-11-19;2004-11-19;
JS9153;MS10;2005-03-11;2005-03-11;2005-03-11;
JS9154;MS05;2004-11-19;2004-11-19;2004-11-19;
JS9155;MS11;2006-12-15;2007-01-24;2007-01-24;
JS9156;MS10;2005-02-18;2005-02-18;2005-02-18;
JS9163;MS05;2005-01-28;2005-01-28;2005-01-28;
JS9163;MS18;2005-03-30;2005-03-31;2005-03-30;
JM9133;MS13;2005-07-16;2005-07-16;2005-07-16;
JM9133;MS11;2005-04-15;2005-04-15;2005-04-15;
JS9167;MS10;2005-03-24;2005-03-24;2005-03-24;
JS9167;MS15;2005-08-06;2005-08-06;2005-08-06;
JS9169;MS15;2005-08-02;2005-08-01;2005-08-02;
JS9169;MS13;2005-05-20;2005-05-20;2005-05-20;
JS9169;MS11;2005-03-30;2005-03-30;2005-03-30;
JS9170;MS15;2005-08-12;2005-08-25;2005-08-12;
JS9170;MS10;2004-12-24;2004-12-24;2004-12-24;
JM9134;MS18;2005-09-26;2005-09-26;2005-09-26;
JS9172;MS05;2004-11-12;2004-11-12;2004-11-12;
JS9172;MS10;2004-12-24;2004-12-24;2004-12-24;
JS9172;MS18;2005-02-11;2005-02-11;2005-02-11;
JS9174;MS15;2005-08-11;2005-08-08;2005-08-11;
JS9174;MS13;2005-06-24;2005-06-24;2005-06-24;
JS9174;MS05;2004-11-19;2004-11-19;2004-11-19;
JS9174;MS10;2005-06-10;2005-06-10;2005-06-10;
JS9174;MS11;2005-06-14;2005-06-14;2005-06-14;
JM9135;MS13;2005-08-09;2005-08-09;2005-08-09;
JM9135;MS11;2005-03-04;2005-03-04;2005-03-04;
JM9135;MS18;2005-03-17;2005-03-17;2005-03-17;
JS9175;MS15;2005-09-16;2005-09-18;2005-09-16;
JS9175;MS11;2005-07-15;2005-07-15;2005-07-15;
JS9175;MS18;2005-09-12;2005-09-12;2005-09-12;
JS9177;MS05;2004-11-12;2004-11-12;2004-11-12;
JS9191;MS13;2005-06-03;2005-06-03;2005-06-03;
JS9191;MS05;2005-01-28;2005-01-28;2005-01-28;
JS9191;MS10;2005-03-16;2005-03-16;2005-03-16;
JS9191;MS15;2005-09-02;2005-09-02;2005-09-02;
JM9137;MS13;2005-05-13;2005-05-13;2005-05-13;
JM9137;MS11;2005-03-04;2005-03-04;2005-03-04;
JS9235;MS13;2005-10-28;2005-10-28;2005-10-28;
JS9236;MS13;2005-08-19;2005-08-19;2005-08-19;
JS9237;MS05;2004-12-24;2004-12-24;2004-12-24;
JM9140;MS18;2005-07-29;2005-07-29;2005-07-29;
JS9238;MS18;2005-07-22;2005-07-22;2005-07-22;
JS9238;MS13;2005-08-12;2005-08-12;2005-08-12;
JS9239;MS10;2005-08-05;2005-08-05;2005-08-05;
JS9239;MS11;2005-08-15;2005-08-15;2005-08-15;
JS9239;MS05;2005-02-25;2005-02-25;2005-02-25;
JS9240;MS18;2006-06-30;2006-09-15;2006-09-15;
JS9240;MS10;2006-05-12;2006-05-19;2006-05-19;
JS9240;MS11;2006-05-12;2006-06-02;2006-06-02;
JS9240;MS05;2005-05-30;2005-05-30;2005-05-30;
JM9143;MS10;2005-02-18;2005-02-18;2005-02-18;
JM9144;MS05;2004-11-12;2004-11-12;2004-11-12;
JM9144;MS10;2005-02-11;2005-02-11;2005-02-11;
JM9145;MS11;2005-03-24;2005-03-24;2005-03-24;
JM9148;MS15;2005-08-12;2005-08-12;2005-08-12;
JM9148;MS10;2005-06-01;2005-06-01;2005-06-01;
JS9241;MS11;2005-08-15;2005-08-15;2005-08-15;
JS9247;MS13;2007-12-14;2009-07-31;2009-07-31;
JS9247;MS10;2007-12-28;2007-12-18;2007-12-18;
JS9247;MS05;2006-01-31;2007-06-08;2007-06-08;
JS9249;MS11;2005-07-15;2005-07-15;2005-07-15;
JS9249;MS18;2005-09-12;2005-09-12;2005-09-12;
JS9250;MS18;2005-08-19;2005-08-19;2005-08-19;
JS9250;MS10;2005-06-10;2005-06-10;2005-06-10;
JS9250;MS05;2005-02-04;2005-02-04;2005-02-04;
JS9251;MS11;2005-05-27;2005-05-27;2005-05-27;
JS9251;MS05;2005-01-28;2005-01-28;2005-01-28;
JS9252;MS10;2007-09-28;2007-08-31;2007-08-31;
JS9261;MS11;2005-07-11;2005-07-11;2005-07-11;
JS9262;MS13;2005-11-01;2005-11-01;2005-11-01;
JS9262;MS10;2005-08-19;2005-08-19;2005-08-19;
JS9264;MS05;2005-03-18;2005-03-18;2005-03-18;
JS9277;MS10;2005-05-13;2005-05-13;2005-05-13;
JS9278;MS11;2005-07-15;2005-07-15;2005-07-15;
JS9278;MS13;2005-08-31;2005-08-31;2005-08-31;
JS9278;MS15;2005-09-07;2005-09-07;2005-09-07;
JS9278;MS05;2005-01-18;2005-01-18;2005-01-18;
JS9283;MS05;2005-05-06;2005-05-06;2005-05-06;
JS9285;MS11;2005-07-11;2005-07-11;2005-07-11;
JS9285;MS13;2005-08-12;2005-08-12;2005-08-12;
JS9287;MS11;2005-08-24;2005-08-24;2005-08-24;
JS9287;MS13;2006-06-02;2006-11-30;2006-11-30;
JS9287;MS15;2006-06-16;2007-01-12;2007-01-12;
JS9288;MS11;2006-05-23;2006-06-05;2006-06-05;
JS9288;MS18;2006-07-04;2006-10-27;2006-10-27;
JS9288;MS15;2006-07-31;2006-11-21;2006-11-21;
JS9288;MS05;2005-11-11;2005-11-11;2005-11-11;
JS9292;MS13;2005-08-12;2005-08-12;2005-08-12;
JS9297;MS11;2005-06-27;2005-06-27;2005-06-27;
JS9298;MS13;2005-08-08;2005-08-08;2005-08-08;
JS9298;MS15;2005-09-09;2005-09-08;2005-09-09;
JS9298;MS10;2005-06-10;2005-06-10;2005-06-10;
JS9299;MS18;2005-07-29;2005-07-29;2005-07-29;
JS9302;MS13;2005-10-04;2005-10-04;2005-10-04;
JS9303;MS11;2008-04-20;2009-08-07;2009-08-07;
JS9303;MS13;2010-05-31;2010-06-29;2010-06-29;
JS9306;MS18;2005-07-20;2005-07-20;2005-07-20;
JS9306;MS10;2005-05-23;2005-05-23;2005-05-23;
JS9309;MS13;2005-11-14;2005-11-14;2005-11-14;
JS9309;MS15;2005-12-06;2005-12-09;2005-12-06;
JS9311;MS11;2005-07-11;2005-07-11;2005-07-11;
JS9313;MS15;2005-11-25;2005-11-25;2005-11-25;
JS9313;MS10;2005-08-19;2005-08-19;2005-08-19;
JS9295;MS11;2005-07-15;2005-07-15;2005-07-15;
JS9295;MS05;2005-03-18;2005-03-18;2005-03-18;
JS9310;MS18;2005-08-05;2005-08-05;2005-08-05;
JS9300;MS10;2005-09-28;2005-09-28;2005-09-28;
JS9300;MS11;2005-10-12;2005-10-12;2005-10-12;
JS9304;MS15;2006-07-03;2006-08-03;2006-08-03;
JS9215;MS13;2006-01-27;2006-01-27;2006-01-27;
JS9215;MS15;2006-02-03;2006-02-03;2006-02-03;
JS9215;MS10;2005-08-05;2005-08-05;2005-08-05;
JS9216;MS18;2005-09-09;2005-09-09;2005-09-09;
JS9217;MS18;2005-07-20;2005-07-20;2005-07-20;
JS9217;MS13;2005-08-08;2005-08-08;2005-08-08;
JS9217;MS05;2005-02-11;2005-02-11;2005-02-11;
JS9218;MS18;2006-08-23;2007-03-20;2007-03-20;
JS9218;MS13;2007-06-26;2007-06-26;2007-06-26;
JS9232;MS11;2005-07-29;2005-07-29;2005-07-29;
JS9232;MS18;2005-09-14;2005-09-14;2005-09-14;
JS9232;MS15;2005-10-24;2005-10-21;2005-10-24;
JS9233;MS18;2008-04-25;2008-02-26;2008-02-26;
JS9275;MS13;2005-07-11;2005-07-11;2005-07-11;
JS9275;MS15;2005-07-18;2005-07-11;2005-07-18;
JS9275;MS11;2005-05-23;2005-05-27;2005-05-23;
JS9275;MS05;2005-01-14;2005-01-14;2005-01-14;
JS9291;MS13;2005-11-18;2005-11-18;2005-11-18;
JS9291;MS15;2006-01-11;2006-01-11;2006-01-11;
JS9308;MS18;2005-08-05;2005-08-05;2005-08-05;
JS9308;MS15;2005-09-06;2005-09-07;2005-09-06;
JS9196;MS18;2006-06-23;2006-07-28;2006-07-28;
JS9196;MS10;2006-05-22;2006-06-19;2006-06-19;
JS9276;MS05;2005-02-25;2005-02-25;2005-02-25;
JM9384;MS18;2005-10-12;2005-10-12;2005-10-12;
JM9001;MS05;2004-11-19;2004-11-19;2004-11-19;
JM9001;MS10;2005-03-23;2005-03-23;2005-03-23;
JM9001;MS11;2005-04-15;2005-04-15;2005-04-15;
JM9474;MS11;2006-03-24;2006-03-24;2006-03-24;
JM9474;MS18;2006-05-12;2006-05-11;2006-05-11;
JM9474;MS15;2006-06-08;2006-11-23;2006-11-23;
JM9474;MS10;2005-10-14;2005-10-14;2005-10-14;
JM9475;MS15;2005-10-26;2005-10-26;2005-10-26;
JM9475;MS10;2005-06-10;2005-06-10;2005-06-10;
JM9475;MS11;2005-06-17;2005-06-17;2005-06-17;
JS9621;MS13;2005-05-27;2005-05-27;2005-05-27;
JM9483;MS15;2006-05-19;2006-05-24;2006-05-24;
JM9483;MS05;2005-05-05;2005-05-05;2005-05-05;
JS9680;MS13;2005-06-17;2005-06-17;2005-06-17;
JS9680;MS05;2005-03-02;2005-03-02;2005-03-02;
JS9680;MS18;2005-06-10;2005-06-10;2005-06-10;
JS9054;MS13;2005-08-31;2005-08-31;2005-08-31;
JM9479;MS15;2005-09-22;2005-09-22;2005-09-22;
JB9109;MS05;2005-05-09;2005-05-09;2005-05-09;
JB9109;MS10;2005-06-27;2005-06-27;2005-06-27;
JB9109;MS11;2005-06-30;2005-06-30;2005-06-30;
JB9033;MS18;2005-08-24;2005-08-24;2005-08-24;
JB9110;MS18;2005-09-23;2005-09-23;2005-09-23;
JB9111;MS10;2005-09-19;2005-09-19;2005-09-19;
JB9108;MS13;2006-01-18;2006-01-18;2006-01-18;
JB9108;MS05;2005-07-29;2005-07-29;2005-07-29;
JB9108;MS10;2005-12-15;2005-12-15;2005-12-15;
JB9034;MS11;2005-07-18;2005-07-18;2005-07-18;
JB9012;MS13;2005-07-15;2005-07-15;2005-07-15;
JB9012;MS05;2005-05-17;2005-05-17;2005-05-17;
JB9012;MS15;2005-09-08;2005-09-08;2005-09-08;
JB9014;MS18;2005-08-16;2005-08-19;2005-08-16;
JB9009;MS13;2005-08-19;2005-08-19;2005-08-19;
JB9009;MS05;2005-05-23;2005-05-23;2005-05-23;
JB9009;MS10;2005-07-15;2005-08-01;2005-07-15;
JB9009;MS11;2005-07-21;2005-07-21;2005-07-21;
JB9009;MS18;2005-08-12;2005-08-12;2005-08-12;
JB9009;MS15;2005-08-31;2005-08-31;2005-08-31;
JB9113;MS13;2005-11-04;2005-11-04;2005-11-04;
JB9113;MS05;2005-06-30;2005-06-30;2005-06-30;
JB9113;MS18;2005-10-28;2005-10-28;2005-10-28;
JB9040;MS18;2005-08-05;2005-08-05;2005-08-05;
JB9041;MS13;2005-11-02;2005-11-02;2005-11-02;
JB9041;MS05;2005-06-06;2005-06-06;2005-06-06;
JB9041;MS10;2005-09-26;2005-09-26;2005-09-26;
JB9041;MS18;2005-10-13;2005-10-13;2005-10-13;
JB9041;MS15;2005-12-09;2005-12-09;2005-12-09;
JB9117;MS13;2006-01-23;2006-01-23;2006-01-23;
JB9117;MS10;2005-12-14;2005-12-14;2005-12-14;
JB9118;MS13;2005-11-11;2005-11-11;2005-11-11;
JB9119;MS10;2005-08-12;2005-08-12;2005-08-12;
JB9119;MS18;2005-08-26;2005-08-26;2005-08-26;
JB9121;MS11;2005-09-20;2005-09-20;2005-09-20;
JB9121;MS18;2005-10-11;2005-10-11;2005-10-11;
JB9122;MS11;2005-09-20;2005-09-20;2005-09-20;
JB9122;MS18;2005-09-30;2005-09-30;2005-09-30;
JB9151;MS13;2005-08-19;2005-08-19;2005-08-19;
JB9151;MS11;2005-08-01;2005-08-01;2005-08-01;
JB9151;MS18;2005-08-12;2005-08-12;2005-08-12;
JB9150;MS13;2005-10-07;2005-10-07;2005-10-07;
JB9150;MS05;2005-07-08;2005-07-08;2005-07-08;
JB9150;MS15;2005-12-06;2005-12-06;2005-12-06;
JB9128;MS05;2005-05-30;2005-05-30;2005-05-30;
JB9128;MS11;2005-07-15;2005-07-18;2005-07-15;
JB9128;MS18;2005-07-15;2005-07-19;2005-07-15;
JB9139;MS05;2005-05-09;2005-05-09;2005-05-09;
JB9142;MS15;2005-11-04;2005-11-04;2005-11-04;
JB9148;MS13;2005-08-02;2005-08-02;2005-08-02;
JB9148;MS18;2005-07-19;2005-07-19;2005-07-19;
JB9149;MS05;2005-05-20;2005-05-20;2005-05-20;
JB9149;MS11;2005-08-08;2005-08-08;2005-08-08;
JB9149;MS15;2005-11-11;2005-11-11;2005-11-11;
JB9124;MS05;2005-07-29;2005-07-29;2005-07-29;
JB9126;MS13;2005-10-14;2005-10-14;2005-10-14;
JB9126;MS05;2005-07-06;2005-07-06;2005-07-06;
JB9126;MS11;2005-09-23;2005-09-23;2005-09-23;
JB9127;MS05;2005-07-29;2005-07-29;2005-07-29;
JB9135;MS13;2005-09-23;2005-09-23;2005-09-23;
JB9135;MS11;2005-08-22;2005-08-22;2005-08-22;
JB9135;MS18;2005-09-02;2005-09-02;2005-09-02;
JB9137;MS05;2005-06-30;2005-06-30;2005-06-30;
JB9137;MS11;2006-01-30;2006-01-30;2006-01-30;
JB9137;MS18;2006-02-01;2006-02-01;2006-02-01;
JB9138;MS05;2005-06-03;2005-06-03;2005-06-03;
JB9136;MS10;2005-07-11;2005-07-11;2005-07-11;
JB9136;MS15;2005-09-30;2005-09-30;2005-09-30;
JB9140;MS05;2005-06-23;2005-06-23;2005-06-23;
JB9140;MS10;2005-08-12;2005-08-12;2005-08-12;
JB9140;MS11;2005-08-12;2005-08-12;2005-08-12;
JB9140;MS18;2005-08-15;2005-08-15;2005-08-15;
JB9145;MS05;2005-07-15;2005-07-15;2005-07-15;
JB9145;MS10;2005-09-02;2005-09-02;2005-09-02;
JB9145;MS11;2005-09-05;2005-09-05;2005-09-05;
JB9145;MS18;2005-09-26;2005-09-29;2005-09-26;
JB9146;MS18;2005-11-18;2005-11-18;2005-11-18;
JB9146;MS10;2005-10-26;2005-10-26;2005-10-26;
JB9147;MS05;2005-06-30;2005-06-30;2005-06-30;
JB9147;MS10;2005-11-11;2005-11-11;2005-11-11;
JB9147;MS18;2005-12-09;2005-12-09;2005-12-09;
JB9129;MS15;2005-12-13;2005-12-13;2005-12-13;
JB9129;MS13;2005-12-09;2005-12-09;2005-12-09;
JB9130;MS15;2005-09-27;2005-09-27;2005-09-27;
JB9131;MS10;2005-10-24;2005-10-24;2005-10-24;
JB9131;MS18;2005-11-18;2005-11-18;2005-11-18;
JB9133;MS10;2005-08-05;2005-08-05;2005-08-05;
JB9134;MS13;2005-11-09;2005-11-09;2005-11-09;
JB9134;MS10;2005-09-23;2005-09-23;2005-09-23;
JM9486;MS18;2006-07-07;2007-03-06;2007-03-06;
JM9486;MS13;2007-05-21;2007-05-21;2007-05-21;
JM9484;MS11;2006-07-07;2006-09-01;2006-09-01;
JS9688;MS13;2005-08-11;2005-08-11;2005-08-11;
JS9688;MS15;2005-09-21;2005-09-21;2005-09-21;
JS9434;MS15;2008-04-01;2009-06-26;2009-06-26;
JB9204;MS13;2005-10-28;2005-10-28;2005-10-28;
JB9204;MS10;2005-09-23;2005-09-28;2005-09-23;
JB9204;MS11;2005-09-30;2005-09-30;2005-09-30;
JB9205;MS18;2005-09-23;2005-09-23;2005-09-23;
JB9206;MS18;2005-10-07;2005-10-07;2005-10-07;
JB9207;MS10;2005-09-23;2005-09-23;2005-09-23;
JB9183;MS10;2006-02-20;2006-02-20;2006-02-20;
JB9183;MS15;2006-03-16;2006-03-16;2006-03-16;
JB9184;MS13;2005-09-23;2005-09-23;2005-09-23;
JB9184;MS05;2005-06-30;2005-06-30;2005-06-30;
JB9184;MS10;2005-08-19;2005-08-19;2005-08-19;
JB9184;MS18;2005-09-01;2005-09-02;2005-09-01;
JB9186;MS13;2005-10-07;2005-10-07;2005-10-07;
JB9186;MS10;2005-09-23;2005-09-23;2005-09-23;
JB9187;MS13;2005-10-21;2005-10-21;2005-10-21;
JB9187;MS05;2005-07-21;2005-07-21;2005-07-21;
JB9188;MS05;2005-07-07;2005-07-07;2005-07-07;
JB9189;MS13;2005-09-09;2005-09-09;2005-09-09;
JB9189;MS05;2005-07-07;2005-07-07;2005-07-07;
JB9189;MS11;2005-08-18;2005-08-19;2005-08-18;
JB9190;MS05;2005-07-15;2005-07-15;2005-07-15;
JB9057;MS05;2005-07-15;2005-07-15;2005-07-15;
JB9057;MS10;2005-10-07;2005-10-07;2005-10-07;
JB9057;MS11;2005-10-12;2005-10-12;2005-10-12;
JB9057;MS15;2005-11-25;2005-11-25;2005-11-25;
JB9064;MS13;2005-08-12;2005-08-12;2005-08-12;
JB9064;MS05;2005-05-25;2005-05-25;2005-05-25;
JB9066;MS18;2005-10-28;2005-10-28;2005-10-28;
JB9102;MS13;2006-01-19;2006-01-19;2006-01-19;
JB9102;MS15;2006-01-25;2006-01-25;2006-01-25;
JB9104;MS13;2005-11-08;2005-11-08;2005-11-08;
JB9104;MS11;2005-10-04;2005-10-04;2005-10-04;
JB9104;MS18;2005-10-31;2005-11-01;2005-10-31;
JM9354;MS13;2005-08-11;2005-08-11;2005-08-11;
JM9354;MS15;2005-08-26;2005-08-26;2005-08-26;
JB9154;MS05;2005-07-28;2005-07-28;2005-07-28;
JB9155;MS15;2006-03-31;2006-03-31;2006-03-31;
JB9155;MS05;2005-06-28;2005-06-28;2005-06-28;
JB9156;MS18;2006-02-23;2006-02-23;2006-02-23;
JB9156;MS15;2006-03-31;2006-03-31;2006-03-31;
JB9156;MS10;2006-02-20;2006-02-20;2006-02-20;
JB9156;MS11;2006-02-20;2006-02-20;2006-02-20;
JB9158;MS18;2005-11-15;2005-11-15;2005-11-15;
JB9158;MS10;2005-10-03;2005-10-03;2005-10-03;
JB9163;MS18;2006-03-21;2006-03-21;2006-03-21;
JB9163;MS13;2006-03-24;2006-03-24;2006-03-24;
JB9163;MS15;2006-04-10;2006-04-10;2006-04-10;
JB9163;MS05;2005-09-16;2005-09-16;2005-09-16;
JB9016;MS13;2005-09-23;2005-09-23;2005-09-23;
JB9016;MS10;2005-07-22;2005-07-22;2005-07-22;
JB9016;MS05;2005-06-03;2005-06-03;2005-06-03;
JB9017;MS18;2005-11-11;2005-11-11;2005-11-11;
JB9017;MS13;2005-11-17;2005-11-17;2005-11-17;
JB9017;MS15;2005-12-13;2005-12-13;2005-12-13;
JB9018;MS11;2006-02-08;2006-02-08;2006-02-08;
JB9018;MS10;2006-02-07;2006-02-07;2006-02-07;
JB9165;MS18;2006-01-06;2006-01-06;2006-01-06;
JB9165;MS13;2006-01-27;2006-01-27;2006-01-27;
JB9166;MS11;2006-02-21;2006-02-21;2006-02-21;
JB9167;MS15;2006-03-28;2006-03-28;2006-03-28;
JB9019;MS13;2007-09-04;2007-09-21;2007-09-21;
JB9019;MS15;2007-09-18;2007-09-21;2007-09-21;
JB9019;MS10;2006-05-31;2007-05-31;2007-05-31;
JB9169;MS18;2006-06-23;2006-06-30;2006-06-30;
JB9192;MS18;2005-12-20;2005-12-20;2005-12-20;
JB9192;MS15;2006-01-23;2006-01-23;2006-01-23;
JB9192;MS10;2005-11-11;2005-11-11;2005-11-11;
JB9193;MS18;2006-03-10;2006-03-10;2006-03-10;
JB9193;MS05;2005-08-25;2005-08-25;2005-08-25;
JB9194;MS11;2005-12-05;2005-12-05;2005-12-05;
JB9194;MS18;2006-02-03;2006-02-03;2006-02-03;
JB9194;MS13;2006-02-13;2006-02-13;2006-02-13;
JB9194;MS10;2005-11-30;2005-11-30;2005-11-30;
JB9194;MS05;2005-07-21;2005-07-21;2005-07-21;
JB9195;MS18;2006-01-06;2006-01-06;2006-01-06;
JB9195;MS13;2006-01-23;2006-01-23;2006-01-23;
JB9195;MS05;2005-06-28;2005-06-28;2005-06-28;
JB9208;MS18;2006-04-28;2006-04-28;2006-04-28;
JB9208;MS13;2006-05-05;2006-05-05;2006-05-05;
JB9114;MS10;2006-01-24;2006-01-24;2006-01-24;
JB9114;MS15;2006-03-06;2006-03-06;2006-03-06;
JB9125;MS05;2005-06-07;2005-06-07;2005-06-07;
JA9030;MS11;2006-05-25;2006-05-25;2006-05-22;
JA9045;MS05;2005-11-04;2005-11-04;2005-11-04;
JA9045;MS10;2006-03-03;2006-03-05;2006-03-03;
JA9015;MS05;2005-11-10;2005-11-10;2005-11-10;
JA9015;MS11;2006-05-20;2006-05-26;2006-05-26;
JA9015;MS18;2006-06-09;2006-06-09;2006-06-09;
JA9014;MS10;2006-02-20;2006-02-20;2006-02-20;
JA9014;MS11;2006-05-19;2006-05-26;2006-05-26;
JA9014;MS15;2006-07-24;2006-08-28;2006-08-28;
JA9019;MS05;2005-11-03;2005-11-03;2005-11-03;
JA9019;MS10;2006-02-16;2006-02-16;2006-02-16;
JA9034;MS18;2006-05-26;2006-05-28;2006-05-26;
JA9008;MS15;2006-06-30;2006-07-26;2006-07-26;
JA9011;MS18;2006-06-26;2006-08-04;2006-08-04;
JA9011;MS15;2006-07-24;2006-08-25;2006-08-25;
JA9037;MS13;2006-07-03;2006-09-13;2006-09-13;
JA9037;MS05;2005-11-24;2005-11-24;2005-11-24;
JA9037;MS10;2006-03-17;2006-03-17;2006-03-17;
JA9037;MS15;2006-07-17;2006-09-15;2006-09-15;
JA9036;MS05;2005-11-24;2005-11-24;2005-11-24;
JA9036;MS10;2006-05-20;2006-06-30;2006-06-30;
JA9036;MS18;2006-06-12;2006-06-30;2006-06-30;
JA9035;MS13;2006-07-11;2006-08-19;2006-08-19;
JA9035;MS05;2005-12-22;2005-12-22;2005-12-22;
JA9048;MS13;2006-07-04;2006-08-24;2006-08-24;
JA9048;MS18;2006-06-20;2006-06-30;2006-06-30;
JA9042;MS18;2006-06-12;2006-06-30;2006-06-30;
JA9049;MS10;2006-03-03;2006-03-03;2006-03-03;
